日期,客户id,性别,国籍,职业,产品分类,产品名称,等级,价格,购买数量,消费额(元),门店名称,店长
2019/12/20,A010,男,荷兰,无业游民,美食,产品 1,一级,28,5,140,3W咖啡公主坟店,Andy
2019/12/20,A016,男,英国,无业游民,咖啡,产品 16,三级,38.4,3,115.2,3W咖啡大兴店,Bob
2019/12/20,A026,女,荷兰,退休,美食,产品 20,二级,59.2,6,355.2,3W咖啡西单店,Jerry
2019/12/20,A013,女,中国,商务精英,饮料,产品 25,一级,24,3,72,3W咖啡长城店,Jim
2019/12/20,A011,男,美国,无业游民,美食,产品 12,三级,5.4,1,5.4,3W咖啡王府井店,Nancy
2019/12/20,A024,男,美国,退休,茶饮,产品 23,一级,3.5,3,10.5,3W咖啡公主坟店,Andy
2019/12/20,A010,男,荷兰,无业游民,美食,产品 18,二级,61.6,2,123.2,3W咖啡大兴店,Bob
2019/12/20,A024,男,美国,退休,饮料,产品 24,一级,57.6,5,288,3W咖啡望京店,Tom
2019/12/20,A003,女,中国,退休,饮料,产品 25,一级,19.2,1,19.2,3W咖啡鲁谷店,Lucy
2019/12/20,A026,女,荷兰,退休,美食,产品 20,二级,51.8,1,51.8,3W咖啡大兴店,Bob
2019/12/20,A018,男,荷兰,退休,茶饮,产品 22,三级,3.2,1,3.2,3W咖啡公主坟店,Andy
2019/12/20,A022,男,中国,无业游民,饮料,产品 3,三级,12,3,36,3W咖啡西单店,Jerry
2019/12/20,A020,男,中国,退休,饮料,产品 2,三级,19.6,2,39.2,3W咖啡长城店,Jim
2019/12/20,A026,女,荷兰,退休,美食,产品 7,一级,20.7,1,20.7,3W咖啡王府井店,Nancy
2019/12/20,A021,男,荷兰,无业游民,茶饮,产品 22,三级,2.8,5,14,3W咖啡大兴店,Bob
2019/12/20,A013,女,中国,商务精英,咖啡,产品 21,一级,37.1,1,37.1,3W咖啡长城店,Jim
2019/12/20,A011,男,美国,无业游民,美食,产品 1,一级,25.2,1,25.2,3W咖啡公主坟店,Andy
2019/12/20,A008,男,中国,学生,饮料,产品 8,二级,32,1,32,3W咖啡王府井店,Nancy
2019/12/20,A018,男,荷兰,退休,饮料,产品 6,一级,66.6,1,66.6,3W咖啡长城店,Jim
2019/12/20,A013,女,中国,商务精英,冰饮,产品 10,一级,51.1,2,102.2,3W咖啡鲁谷店,Lucy
2019/12/20,A020,男,中国,退休,饮料,产品 6,一级,59.2,3,177.6,3W咖啡西单店,Jerry
2019/12/20,A025,男,美国,无业游民,茶饮,产品 23,一级,5,3,15,3W咖啡鲁谷店,Lucy
2019/12/20,A011,男,美国,无业游民,茶饮,产品 17,一级,94,3,282,3W咖啡公主坟店,Andy
2019/12/20,A008,男,中国,学生,美食,产品 1,一级,19.6,2,39.2,3W咖啡长城店,Jim
2019/12/20,A017,女,美国,学生,咖啡,产品 19,二级,50.4,4,201.6,3W咖啡长城店,Jim
2019/12/20,A018,男,荷兰,退休,咖啡,产品 19,二级,39.2,6,235.2,3W咖啡长城店,Jim
2019/12/20,A011,男,美国,无业游民,咖啡,产品 13,三级,14.4,1,14.4,3W咖啡望京店,Tom
2019/12/20,A013,女,中国,商务精英,茶饮,产品 23,一级,3.5,1,3.5,3W咖啡公主坟店,Andy
2019/12/20,A017,女,美国,学生,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡门头沟店,Simon
2019/12/20,A018,男,荷兰,退休,美食,产品 12,三级,4.8,3,14.4,3W咖啡大兴店,Bob
2019/12/20,A021,男,荷兰,无业游民,饮料,产品 3,三级,10.5,1,10.5,3W咖啡王府井店,Nancy
2019/12/20,A009,女,英国,学生,美食,产品 20,二级,74,6,444,3W咖啡鲁谷店,Lucy
2019/12/20,A014,女,荷兰,上班族,美食,产品 1,一级,22.4,5,112,3W咖啡长城店,Jim
2019/12/20,A008,男,中国,学生,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡长城店,Jim
2019/12/20,A022,男,中国,无业游民,美食,产品 18,二级,70.4,5,352,3W咖啡公主坟店,Andy
2019/12/20,A013,女,中国,商务精英,美食,产品 7,一级,16.1,6,96.6,3W咖啡大兴店,Bob
2019/12/20,A002,男,荷兰,学生,冰饮,产品 9,二级,70,2,140,3W咖啡公主坟店,Andy
2019/12/20,A003,女,中国,退休,冰饮,产品 9,二级,49,3,147,3W咖啡西单店,Jerry
2019/12/20,A002,男,荷兰,学生,美食,产品 1,一级,22.4,7,156.8,3W咖啡王府井店,Nancy
2019/12/20,A019,男,荷兰,商务精英,饮料,产品 8,二级,36,5,180,3W咖啡西单店,Jerry
2019/12/20,A012,女,美国,上班族,饮料,产品 25,一级,24,1,24,3W咖啡望京店,Tom
2019/12/20,A018,男,荷兰,退休,咖啡,产品 13,三级,14.4,2,28.8,3W咖啡西单店,Jerry
2019/12/20,A018,男,荷兰,退休,咖啡,产品 19,二级,56,2,112,3W咖啡望京店,Tom
2019/12/20,A006,女,中国,商务精英,咖啡,产品 21,一级,42.4,3,127.2,3W咖啡望京店,Tom
2019/12/20,A003,女,中国,退休,茶饮,产品 17,一级,84.6,1,84.6,3W咖啡长城店,Jim
2019/12/20,A011,男,美国,无业游民,饮料,产品 6,一级,74,1,74,3W咖啡长城店,Jim
2019/12/20,A022,男,中国,无业游民,咖啡,产品 4,二级,93,1,93,3W咖啡王府井店,Nancy
2019/12/21,A022,男,中国,无业游民,咖啡,产品 16,三级,38.4,2,76.8,3W咖啡门头沟店,Simon
2019/12/21,A017,女,美国,学生,咖啡,产品 21,一级,37.1,3,111.3,3W咖啡大兴店,Bob
2019/12/21,A001,男,中国,退休,咖啡,产品 13,三级,12.8,1,12.8,3W咖啡大兴店,Bob
2019/12/21,A019,男,荷兰,商务精英,茶饮,产品 26,三级,15.3,2,30.6,3W咖啡鲁谷店,Lucy
2019/12/21,A008,男,中国,学生,饮料,产品 8,二级,28,4,112,3W咖啡长城店,Jim
2019/12/21,A005,男,英国,无业游民,美食,产品 7,一级,16.1,6,96.6,3W咖啡大兴店,Bob
2019/12/21,A008,男,中国,学生,美食,产品 12,三级,5.4,5,27,3W咖啡公主坟店,Andy
2019/12/21,A016,男,英国,无业游民,饮料,产品 6,一级,66.6,6,399.6,3W咖啡望京店,Tom
2019/12/21,A012,女,美国,上班族,美食,产品 20,二级,66.6,1,66.6,3W咖啡鲁谷店,Lucy
2019/12/21,A013,女,中国,商务精英,饮料,产品 2,三级,19.6,3,58.8,3W咖啡长城店,Jim
2019/12/21,A024,男,美国,退休,咖啡,产品 27,一级,20,1,20,3W咖啡王府井店,Nancy
2019/12/21,A024,男,美国,退休,美食,产品 1,一级,19.6,2,39.2,3W咖啡公主坟店,Andy
2019/12/21,A004,女,美国,商务精英,茶饮,产品 23,一级,4,1,4,3W咖啡西单店,Jerry
2019/12/21,A006,女,中国,商务精英,咖啡,产品 16,三级,43.2,6,259.2,3W咖啡王府井店,Nancy
2019/12/21,A023,女,中国,无业游民,咖啡,产品 13,三级,14.4,2,28.8,3W咖啡大兴店,Bob
2019/12/21,A009,女,英国,学生,饮料,产品 8,二级,40,4,160,3W咖啡鲁谷店,Lucy
2019/12/21,A010,男,荷兰,无业游民,咖啡,产品 4,二级,74.4,2,148.8,3W咖啡王府井店,Nancy
2019/12/21,A019,男,荷兰,商务精英,饮料,产品 29,三级,2.1,2,4.2,3W咖啡门头沟店,Simon
2019/12/21,A018,男,荷兰,退休,饮料,产品 15,一级,24,5,120,3W咖啡西单店,Jerry
2019/12/21,A014,女,荷兰,上班族,咖啡,产品 16,三级,33.6,7,235.2,3W咖啡公主坟店,Andy
2019/12/21,A010,男,荷兰,无业游民,美食,产品 7,一级,18.4,1,18.4,3W咖啡门头沟店,Simon
2019/12/21,A011,男,美国,无业游民,美食,产品 12,三级,5.4,6,32.4,3W咖啡王府井店,Nancy
2019/12/21,A025,男,美国,无业游民,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡长城店,Jim
2019/12/21,A010,男,荷兰,无业游民,饮料,产品 6,一级,74,8,592,3W咖啡鲁谷店,Lucy
2019/12/21,A026,女,荷兰,退休,咖啡,产品 19,二级,39.2,5,196,3W咖啡大兴店,Bob
2019/12/21,A013,女,中国,商务精英,饮料,产品 3,三级,10.5,1,10.5,3W咖啡公主坟店,Andy
2019/12/21,A002,男,荷兰,学生,茶饮,产品 26,三级,11.9,2,23.8,3W咖啡鲁谷店,Lucy
2019/12/21,A008,男,中国,学生,饮料,产品 2,三级,25.2,1,25.2,3W咖啡公主坟店,Andy
2019/12/21,A007,男,中国,上班族,饮料,产品 24,一级,51.2,4,204.8,3W咖啡大兴店,Bob
2019/12/21,A008,男,中国,学生,冰饮,产品 10,一级,51.1,1,51.1,3W咖啡长城店,Jim
2019/12/21,A008,男,中国,学生,咖啡,产品 27,一级,22.5,2,45,3W咖啡门头沟店,Simon
2019/12/21,A018,男,荷兰,退休,美食,产品 5,一级,4,1,4,3W咖啡鲁谷店,Lucy
2019/12/21,A024,男,美国,退休,美食,产品 20,二级,66.6,1,66.6,3W咖啡公主坟店,Andy
2019/12/21,A026,女,荷兰,退休,饮料,产品 25,一级,24,4,96,3W咖啡长城店,Jim
2019/12/21,A016,男,英国,无业游民,咖啡,产品 4,二级,74.4,4,297.6,3W咖啡鲁谷店,Lucy
2019/12/21,A003,女,中国,退休,饮料,产品 24,一级,64,2,128,3W咖啡王府井店,Nancy
2019/12/21,A019,男,荷兰,商务精英,饮料,产品 24,一级,64,2,128,3W咖啡望京店,Tom
2019/12/21,A011,男,美国,无业游民,美食,产品 5,一级,4,5,20,3W咖啡门头沟店,Simon
2019/12/21,A021,男,荷兰,无业游民,饮料,产品 24,一级,44.8,6,268.8,3W咖啡西单店,Jerry
2019/12/21,A009,女,英国,学生,饮料,产品 29,三级,3,2,6,3W咖啡鲁谷店,Lucy
2019/12/21,A003,女,中国,退休,茶饮,产品 26,三级,15.3,6,91.8,3W咖啡王府井店,Nancy
2019/12/21,A001,男,中国,退休,美食,产品 1,一级,25.2,5,126,3W咖啡公主坟店,Andy
2019/12/21,A018,男,荷兰,退休,饮料,产品 30,二级,26,1,26,3W咖啡望京店,Tom
2019/12/21,A011,男,美国,无业游民,美食,产品 12,三级,4.2,2,8.4,3W咖啡鲁谷店,Lucy
2019/12/21,A024,男,美国,退休,咖啡,产品 16,三级,43.2,6,259.2,3W咖啡王府井店,Nancy
2019/12/21,A001,男,中国,退休,美食,产品 1,一级,25.2,1,25.2,3W咖啡西单店,Jerry
2019/12/21,A014,女,荷兰,上班族,咖啡,产品 11,一级,27.9,2,55.8,3W咖啡望京店,Tom
2019/12/21,A018,男,荷兰,退休,茶饮,产品 17,一级,84.6,1,84.6,3W咖啡门头沟店,Simon
2019/12/21,A025,男,美国,无业游民,饮料,产品 14,三级,7.2,1,7.2,3W咖啡门头沟店,Simon
2019/12/21,A023,女,中国,无业游民,咖啡,产品 13,三级,12.8,4,51.2,3W咖啡长城店,Jim
2019/12/21,A026,女,荷兰,退休,饮料,产品 30,二级,18.2,1,18.2,3W咖啡长城店,Jim
2019/12/21,A005,男,英国,无业游民,饮料,产品 29,三级,2.7,2,5.4,3W咖啡公主坟店,Andy
2019/12/21,A008,男,中国,学生,咖啡,产品 4,二级,93,1,93,3W咖啡望京店,Tom
2019/12/21,A009,女,英国,学生,咖啡,产品 27,一级,22.5,3,67.5,3W咖啡公主坟店,Andy
2019/12/21,A005,男,英国,无业游民,茶饮,产品 17,一级,94,4,376,3W咖啡望京店,Tom
2019/12/21,A003,女,中国,退休,美食,产品 18,二级,70.4,4,281.6,3W咖啡鲁谷店,Lucy
2019/12/21,A022,男,中国,无业游民,茶饮,产品 23,一级,4.5,3,13.5,3W咖啡望京店,Tom
2019/12/21,A022,男,中国,无业游民,冰饮,产品 9,二级,49,7,343,3W咖啡西单店,Jerry
2019/12/21,A014,女,荷兰,上班族,咖啡,产品 4,二级,65.1,1,65.1,3W咖啡王府井店,Nancy
2019/12/21,A008,男,中国,学生,美食,产品 20,二级,51.8,5,259,3W咖啡西单店,Jerry
2019/12/21,A026,女,荷兰,退休,茶饮,产品 23,一级,4,1,4,3W咖啡大兴店,Bob
2019/12/21,A019,男,荷兰,商务精英,饮料,产品 24,一级,64,1,64,3W咖啡长城店,Jim
2019/12/21,A002,男,荷兰,学生,饮料,产品 14,三级,6.4,2,12.8,3W咖啡鲁谷店,Lucy
2019/12/21,A007,男,中国,上班族,饮料,产品 6,一级,51.8,1,51.8,3W咖啡王府井店,Nancy
2019/12/21,A002,男,荷兰,学生,冰饮,产品 9,二级,49,3,147,3W咖啡王府井店,Nancy
2019/12/21,A006,女,中国,商务精英,饮料,产品 2,三级,19.6,1,19.6,3W咖啡望京店,Tom
2019/12/21,A001,男,中国,退休,饮料,产品 28,一级,14.4,2,28.8,3W咖啡公主坟店,Andy
2019/12/21,A007,男,中国,上班族,美食,产品 18,二级,79.2,2,158.4,3W咖啡鲁谷店,Lucy
2019/12/21,A004,女,美国,商务精英,咖啡,产品 11,一级,31,1,31,3W咖啡鲁谷店,Lucy
2019/12/21,A019,男,荷兰,商务精英,茶饮,产品 22,三级,3.2,3,9.6,3W咖啡公主坟店,Andy
2019/12/21,A008,男,中国,学生,咖啡,产品 16,三级,33.6,3,100.8,3W咖啡门头沟店,Simon
2019/12/21,A010,男,荷兰,无业游民,饮料,产品 25,一级,16.8,1,16.8,3W咖啡鲁谷店,Lucy
2019/12/21,A016,男,英国,无业游民,饮料,产品 25,一级,19.2,3,57.6,3W咖啡门头沟店,Simon
2019/12/21,A012,女,美国,上班族,美食,产品 7,一级,20.7,1,20.7,3W咖啡西单店,Jerry
2019/12/21,A008,男,中国,学生,饮料,产品 14,三级,8,1,8,3W咖啡门头沟店,Simon
2019/12/21,A007,男,中国,上班族,饮料,产品 29,三级,3,4,12,3W咖啡望京店,Tom
2019/12/21,A005,男,英国,无业游民,美食,产品 20,二级,66.6,1,66.6,3W咖啡王府井店,Nancy
2019/12/21,A011,男,美国,无业游民,饮料,产品 30,二级,26,5,130,3W咖啡大兴店,Bob
2019/12/21,A012,女,美国,上班族,冰饮,产品 9,二级,70,1,70,3W咖啡公主坟店,Andy
2019/12/21,A008,男,中国,学生,饮料,产品 3,三级,13.5,5,67.5,3W咖啡鲁谷店,Lucy
2019/12/21,A001,男,中国,退休,咖啡,产品 16,三级,38.4,2,76.8,3W咖啡西单店,Jerry
2019/12/21,A025,男,美国,无业游民,咖啡,产品 27,一级,17.5,2,35,3W咖啡公主坟店,Andy
2019/12/21,A007,男,中国,上班族,咖啡,产品 19,二级,44.8,6,268.8,3W咖啡门头沟店,Simon
2019/12/21,A009,女,英国,学生,饮料,产品 25,一级,24,1,24,3W咖啡鲁谷店,Lucy
2019/12/21,A004,女,美国,商务精英,美食,产品 5,一级,3.5,2,7,3W咖啡长城店,Jim
2019/12/21,A013,女,中国,商务精英,咖啡,产品 11,一级,24.8,2,49.6,3W咖啡望京店,Tom
2019/12/21,A007,男,中国,上班族,饮料,产品 6,一级,74,4,296,3W咖啡王府井店,Nancy
2019/12/21,A016,男,英国,无业游民,茶饮,产品 22,三级,4,1,4,3W咖啡公主坟店,Andy
2019/12/21,A014,女,荷兰,上班族,饮料,产品 6,一级,74,3,222,3W咖啡门头沟店,Simon
2019/12/21,A003,女,中国,退休,茶饮,产品 22,三级,2.8,5,14,3W咖啡公主坟店,Andy
2019/12/21,A003,女,中国,退休,饮料,产品 29,三级,3,1,3,3W咖啡鲁谷店,Lucy
2019/12/21,A005,男,英国,无业游民,茶饮,产品 26,三级,11.9,6,71.4,3W咖啡鲁谷店,Lucy
2019/12/21,A011,男,美国,无业游民,美食,产品 20,二级,66.6,5,333,3W咖啡望京店,Tom
2019/12/21,A003,女,中国,退休,茶饮,产品 23,一级,5,2,10,3W咖啡大兴店,Bob
2019/12/21,A015,女,荷兰,上班族,饮料,产品 2,三级,28,3,84,3W咖啡西单店,Jerry
2019/12/21,A012,女,美国,上班族,咖啡,产品 27,一级,20,4,80,3W咖啡望京店,Tom
2019/12/21,A019,男,荷兰,商务精英,咖啡,产品 27,一级,17.5,7,122.5,3W咖啡长城店,Jim
2019/12/21,A008,男,中国,学生,饮料,产品 28,一级,16.2,1,16.2,3W咖啡望京店,Tom
2019/12/21,A012,女,美国,上班族,美食,产品 20,二级,74,4,296,3W咖啡长城店,Jim
2019/12/21,A003,女,中国,退休,咖啡,产品 19,二级,56,1,56,3W咖啡门头沟店,Simon
2019/12/21,A018,男,荷兰,退休,饮料,产品 24,一级,64,1,64,3W咖啡望京店,Tom
2019/12/21,A005,男,英国,无业游民,美食,产品 18,二级,88,6,528,3W咖啡门头沟店,Simon
2019/12/21,A013,女,中国,商务精英,美食,产品 12,三级,5.4,5,27,3W咖啡长城店,Jim
2019/12/21,A023,女,中国,无业游民,饮料,产品 15,一级,21,6,126,3W咖啡大兴店,Bob
2019/12/21,A022,男,中国,无业游民,美食,产品 18,二级,70.4,1,70.4,3W咖啡王府井店,Nancy
2019/12/21,A007,男,中国,上班族,咖啡,产品 16,三级,43.2,2,86.4,3W咖啡公主坟店,Andy
2019/12/21,A002,男,荷兰,学生,茶饮,产品 23,一级,4.5,1,4.5,3W咖啡望京店,Tom
2019/12/21,A013,女,中国,商务精英,茶饮,产品 23,一级,5,4,20,3W咖啡西单店,Jerry
2019/12/21,A013,女,中国,商务精英,咖啡,产品 16,三级,43.2,1,43.2,3W咖啡公主坟店,Andy
2019/12/21,A026,女,荷兰,退休,饮料,产品 3,三级,13.5,1,13.5,3W咖啡长城店,Jim
2019/12/21,A022,男,中国,无业游民,饮料,产品 29,三级,3,5,15,3W咖啡大兴店,Bob
2019/12/21,A010,男,荷兰,无业游民,咖啡,产品 16,三级,43.2,5,216,3W咖啡王府井店,Nancy
2019/12/22,A015,女,荷兰,上班族,茶饮,产品 23,一级,3.5,6,21,3W咖啡西单店,Jerry
2019/12/22,A012,女,美国,上班族,美食,产品 18,二级,61.6,3,184.8,3W咖啡西单店,Jerry
2019/12/22,A020,男,中国,退休,咖啡,产品 4,二级,74.4,1,74.4,3W咖啡鲁谷店,Lucy
2019/12/22,A005,男,英国,无业游民,美食,产品 12,三级,4.8,1,4.8,3W咖啡大兴店,Bob
2019/12/22,A014,女,荷兰,上班族,饮料,产品 6,一级,59.2,5,296,3W咖啡鲁谷店,Lucy
2019/12/22,A013,女,中国,商务精英,冰饮,产品 10,一级,51.1,4,204.4,3W咖啡大兴店,Bob
2019/12/22,A011,男,美国,无业游民,美食,产品 12,三级,6,1,6,3W咖啡鲁谷店,Lucy
2019/12/22,A001,男,中国,退休,茶饮,产品 17,一级,75.2,3,225.6,3W咖啡大兴店,Bob
2019/12/22,A021,男,荷兰,无业游民,饮料,产品 28,一级,18,1,18,3W咖啡公主坟店,Andy
2019/12/22,A020,男,中国,退休,饮料,产品 2,三级,19.6,1,19.6,3W咖啡鲁谷店,Lucy
2019/12/22,A026,女,荷兰,退休,茶饮,产品 23,一级,4.5,6,27,3W咖啡西单店,Jerry
2019/12/22,A025,男,美国,无业游民,饮料,产品 6,一级,66.6,1,66.6,3W咖啡门头沟店,Simon
2019/12/22,A016,男,英国,无业游民,饮料,产品 2,三级,28,1,28,3W咖啡王府井店,Nancy
2019/12/22,A015,女,荷兰,上班族,咖啡,产品 13,三级,16,1,16,3W咖啡大兴店,Bob
2019/12/22,A010,男,荷兰,无业游民,冰饮,产品 10,一级,65.7,3,197.1,3W咖啡鲁谷店,Lucy
2019/12/22,A006,女,中国,商务精英,咖啡,产品 21,一级,47.7,3,143.1,3W咖啡大兴店,Bob
2019/12/22,A005,男,英国,无业游民,咖啡,产品 27,一级,22.5,2,45,3W咖啡长城店,Jim
2019/12/22,A011,男,美国,无业游民,咖啡,产品 4,二级,93,1,93,3W咖啡大兴店,Bob
2019/12/22,A002,男,荷兰,学生,咖啡,产品 13,三级,12.8,3,38.4,3W咖啡望京店,Tom
2019/12/22,A006,女,中国,商务精英,咖啡,产品 27,一级,20,8,160,3W咖啡公主坟店,Andy
2019/12/22,A019,男,荷兰,商务精英,咖啡,产品 16,三级,33.6,1,33.6,3W咖啡门头沟店,Simon
2019/12/22,A017,女,美国,学生,咖啡,产品 11,一级,31,1,31,3W咖啡王府井店,Nancy
2019/12/22,A022,男,中国,无业游民,冰饮,产品 9,二级,49,1,49,3W咖啡大兴店,Bob
2019/12/22,A009,女,英国,学生,饮料,产品 8,二级,28,3,84,3W咖啡公主坟店,Andy
2019/12/22,A005,男,英国,无业游民,饮料,产品 30,二级,20.8,1,20.8,3W咖啡西单店,Jerry
2019/12/22,A026,女,荷兰,退休,美食,产品 7,一级,20.7,1,20.7,3W咖啡望京店,Tom
2019/12/22,A020,男,中国,退休,饮料,产品 25,一级,16.8,4,67.2,3W咖啡望京店,Tom
2019/12/22,A006,女,中国,商务精英,饮料,产品 29,三级,2.4,3,7.2,3W咖啡望京店,Tom
2019/12/22,A013,女,中国,商务精英,饮料,产品 25,一级,16.8,4,67.2,3W咖啡西单店,Jerry
2019/12/22,A021,男,荷兰,无业游民,饮料,产品 29,三级,2.4,1,2.4,3W咖啡门头沟店,Simon
2019/12/22,A007,男,中国,上班族,美食,产品 1,一级,25.2,3,75.6,3W咖啡公主坟店,Andy
2019/12/22,A016,男,英国,无业游民,茶饮,产品 23,一级,4,1,4,3W咖啡望京店,Tom
2019/12/22,A008,男,中国,学生,冰饮,产品 10,一级,73,1,73,3W咖啡西单店,Jerry
2019/12/22,A018,男,荷兰,退休,美食,产品 12,三级,6,5,30,3W咖啡鲁谷店,Lucy
2019/12/22,A008,男,中国,学生,饮料,产品 2,三级,19.6,1,19.6,3W咖啡王府井店,Nancy
2019/12/22,A007,男,中国,上班族,美食,产品 1,一级,28,1,28,3W咖啡门头沟店,Simon
2019/12/22,A015,女,荷兰,上班族,茶饮,产品 22,三级,3.2,4,12.8,3W咖啡望京店,Tom
2019/12/22,A009,女,英国,学生,饮料,产品 25,一级,24,6,144,3W咖啡长城店,Jim
2019/12/22,A004,女,美国,商务精英,茶饮,产品 22,三级,3.2,7,22.4,3W咖啡大兴店,Bob
2019/12/22,A001,男,中国,退休,茶饮,产品 17,一级,65.8,1,65.8,3W咖啡大兴店,Bob
2019/12/22,A012,女,美国,上班族,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡公主坟店,Andy
2019/12/22,A024,男,美国,退休,饮料,产品 3,三级,15,1,15,3W咖啡公主坟店,Andy
2019/12/22,A017,女,美国,学生,冰饮,产品 9,二级,63,1,63,3W咖啡公主坟店,Andy
2019/12/22,A017,女,美国,学生,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡西单店,Jerry
2019/12/22,A012,女,美国,上班族,茶饮,产品 17,一级,94,1,94,3W咖啡公主坟店,Andy
2019/12/22,A008,男,中国,学生,饮料,产品 3,三级,10.5,1,10.5,3W咖啡大兴店,Bob
2019/12/22,A021,男,荷兰,无业游民,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡公主坟店,Andy
2019/12/22,A003,女,中国,退休,咖啡,产品 21,一级,37.1,2,74.2,3W咖啡王府井店,Nancy
2019/12/22,A020,男,中国,退休,饮料,产品 14,三级,6.4,1,6.4,3W咖啡大兴店,Bob
2019/12/22,A015,女,荷兰,上班族,饮料,产品 2,三级,25.2,1,25.2,3W咖啡西单店,Jerry
2019/12/22,A002,男,荷兰,学生,美食,产品 12,三级,6,2,12,3W咖啡西单店,Jerry
2019/12/22,A026,女,荷兰,退休,饮料,产品 29,三级,2.4,9,21.6,3W咖啡望京店,Tom
2019/12/22,A022,男,中国,无业游民,美食,产品 5,一级,5,7,35,3W咖啡王府井店,Nancy
2019/12/22,A024,男,美国,退休,饮料,产品 24,一级,57.6,3,172.8,3W咖啡西单店,Jerry
2019/12/22,A001,男,中国,退休,咖啡,产品 21,一级,37.1,2,74.2,3W咖啡鲁谷店,Lucy
2019/12/22,A023,女,中国,无业游民,饮料,产品 3,三级,15,6,90,3W咖啡西单店,Jerry
2019/12/22,A021,男,荷兰,无业游民,饮料,产品 14,三级,5.6,1,5.6,3W咖啡西单店,Jerry
2019/12/22,A006,女,中国,商务精英,美食,产品 1,一级,19.6,3,58.8,3W咖啡长城店,Jim
2019/12/22,A001,男,中国,退休,茶饮,产品 17,一级,75.2,1,75.2,3W咖啡王府井店,Nancy
2019/12/22,A025,男,美国,无业游民,饮料,产品 28,一级,12.6,1,12.6,3W咖啡鲁谷店,Lucy
2019/12/22,A026,女,荷兰,退休,饮料,产品 14,三级,6.4,2,12.8,3W咖啡西单店,Jerry
2019/12/22,A015,女,荷兰,上班族,饮料,产品 3,三级,12,1,12,3W咖啡西单店,Jerry
2019/12/22,A006,女,中国,商务精英,美食,产品 7,一级,18.4,7,128.8,3W咖啡鲁谷店,Lucy
2019/12/22,A025,男,美国,无业游民,美食,产品 1,一级,19.6,3,58.8,3W咖啡门头沟店,Simon
2019/12/22,A001,男,中国,退休,冰饮,产品 9,二级,63,1,63,3W咖啡望京店,Tom
2019/12/22,A002,男,荷兰,学生,冰饮,产品 10,一级,73,5,365,3W咖啡望京店,Tom
2019/12/22,A011,男,美国,无业游民,冰饮,产品 10,一级,58.4,4,233.6,3W咖啡大兴店,Bob
2019/12/22,A025,男,美国,无业游民,美食,产品 7,一级,18.4,7,128.8,3W咖啡大兴店,Bob
2019/12/22,A016,男,英国,无业游民,美食,产品 7,一级,16.1,4,64.4,3W咖啡望京店,Tom
2019/12/22,A026,女,荷兰,退休,冰饮,产品 9,二级,70,1,70,3W咖啡长城店,Jim
2019/12/22,A025,男,美国,无业游民,饮料,产品 25,一级,24,8,192,3W咖啡西单店,Jerry
2019/12/22,A020,男,中国,退休,饮料,产品 14,三级,7.2,1,7.2,3W咖啡门头沟店,Simon
2019/12/22,A003,女,中国,退休,美食,产品 1,一级,22.4,1,22.4,3W咖啡鲁谷店,Lucy
2019/12/22,A001,男,中国,退休,咖啡,产品 11,一级,31,3,93,3W咖啡西单店,Jerry
2019/12/22,A003,女,中国,退休,美食,产品 1,一级,25.2,1,25.2,3W咖啡西单店,Jerry
2019/12/23,A018,男,荷兰,退休,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡大兴店,Bob
2019/12/23,A003,女,中国,退休,茶饮,产品 17,一级,84.6,4,338.4,3W咖啡西单店,Jerry
2019/12/23,A020,男,中国,退休,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡门头沟店,Simon
2019/12/23,A005,男,英国,无业游民,美食,产品 18,二级,88,6,528,3W咖啡望京店,Tom
2019/12/23,A026,女,荷兰,退休,饮料,产品 30,二级,23.4,7,163.8,3W咖啡王府井店,Nancy
2019/12/23,A011,男,美国,无业游民,茶饮,产品 17,一级,75.2,3,225.6,3W咖啡鲁谷店,Lucy
2019/12/23,A008,男,中国,学生,饮料,产品 24,一级,64,3,192,3W咖啡大兴店,Bob
2019/12/23,A001,男,中国,退休,咖啡,产品 11,一级,21.7,4,86.8,3W咖啡长城店,Jim
2019/12/23,A004,女,美国,商务精英,美食,产品 1,一级,28,1,28,3W咖啡鲁谷店,Lucy
2019/12/23,A003,女,中国,退休,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡大兴店,Bob
2019/12/23,A020,男,中国,退休,美食,产品 5,一级,5,5,25,3W咖啡大兴店,Bob
2019/12/23,A015,女,荷兰,上班族,美食,产品 7,一级,18.4,1,18.4,3W咖啡西单店,Jerry
2019/12/23,A025,男,美国,无业游民,饮料,产品 28,一级,14.4,1,14.4,3W咖啡长城店,Jim
2019/12/23,A024,男,美国,退休,饮料,产品 8,二级,32,1,32,3W咖啡鲁谷店,Lucy
2019/12/23,A013,女,中国,商务精英,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡鲁谷店,Lucy
2019/12/23,A023,女,中国,无业游民,饮料,产品 3,三级,15,4,60,3W咖啡公主坟店,Andy
